date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:51:33	91809/91809	---M--	200	added ('OK')	image/jpeg	etag:%22166a1-54808caa1b569%22	https://d34tst8iesd953.cloudfront.net/img/ivisa/homepage-background.jpg	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/ivisa/homepage-background.jpg	(from https://www.indiaivisa.com/)
03:51:33	3486/3486	---M--	200	added ('OK')	image/png	etag:%22d9e-5209878532cbf%22	https://d34tst8iesd953.cloudfront.net/img/ivisa/pin.png	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/ivisa/pin.png	(from https://www.indiaivisa.com/)
03:51:34	3467/3467	---M--	200	added ('OK')	image/png	etag:%22d8b-5209878532cbf%22	https://d34tst8iesd953.cloudfront.net/img/ivisa/plane.png	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/ivisa/plane.png	(from https://www.indiaivisa.com/)
03:51:34	20440/20440	---M--	200	added ('OK')	image/jpeg	etag:%224fd8-5499c587144f0%22	https://d34tst8iesd953.cloudfront.net/img/ivisa/homepage-trustpilot-background.jpg	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/ivisa/homepage-trustpilot-background.jpg	(from https://www.indiaivisa.com/)
03:51:34	5454/5454	---M--	200	added ('OK')	image/png	etag:%22154e-5499c587144f0%22	https://d34tst8iesd953.cloudfront.net/img/trustpilot/Trustpilot_logo_-_light_background_256.png	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/trustpilot/Trustpilot_logo_-_light_background_256.png	(from https://www.indiaivisa.com/)
03:51:34	5818/5818	---M--	200	added ('OK')	image/png	etag:%2216ba-547a51438debb%22	https://d34tst8iesd953.cloudfront.net/img/how-it-works-1.png	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/how-it-works-1.png	(from https://www.indiaivisa.com/)
03:51:34	63919/63919	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202017%2020:51:36%20GMT	https://www.indiaivisa.com/visa-requirements/	D:/NewProj/indiaasia/www.indiaivisa.com/visa-requirements/index.html	(from https://www.indiaivisa.com/)
03:51:35	4238/4238	---M--	200	added ('OK')	image/png	etag:%22108e-547a51438debb%22	https://d34tst8iesd953.cloudfront.net/img/how-it-works-2.png	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/how-it-works-2.png	(from https://www.indiaivisa.com/)
03:51:35	3862/3862	---M--	200	added ('OK')	image/png	etag:%22f16-547a51438debb%22	https://d34tst8iesd953.cloudfront.net/img/how-it-works-3.png	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/how-it-works-3.png	(from https://www.indiaivisa.com/)
03:51:35	3465/3465	---M--	200	added ('OK')	image/png	etag:%22d89-5492f066727ce%22	https://d34tst8iesd953.cloudfront.net/img/icon-fedex.png	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/icon-fedex.png	(from https://www.indiaivisa.com/)
03:51:37	34070/34070	---M--	200	added ('OK')	image/jpeg	etag:%228516-5209878532cbf%22	https://www.indiaivisa.com/img/ivisa/background-about.jpg	D:/NewProj/indiaasia/www.indiaivisa.com/img/ivisa/background-about.jpg	(from https://www.indiaivisa.com/)
03:51:39	57945/57945	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202017%2020:51:41%20GMT	https://www.indiaivisa.com/embassies	D:/NewProj/indiaasia/www.indiaivisa.com/embassies.html	(from https://www.indiaivisa.com/)
03:51:39	249077/249077	---M--	200	added ('OK')	image/png	etag:%223ccf5-5209878532cbf%22	https://www.indiaivisa.com/img/ivisa/passports.png	D:/NewProj/indiaasia/www.indiaivisa.com/img/ivisa/passports.png	(from https://www.indiaivisa.com/)
03:51:40	36379/36379	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202017%2020:51:42%20GMT	https://www.indiaivisa.com/transfers	D:/NewProj/indiaasia/www.indiaivisa.com/transfers.html	(from https://www.indiaivisa.com/)
03:51:42	39897/39897	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202017%2020:51:44%20GMT	https://www.indiaivisa.com/affiliates	D:/NewProj/indiaasia/www.indiaivisa.com/affiliates.html	(from https://www.indiaivisa.com/)
03:51:42	341/341	---M--	200	added ('OK')	image/png	etag:%22155-523d37b384780%22	https://d34tst8iesd953.cloudfront.net/img/social-linkedin-white.png	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/social-linkedin-white.png	(from https://www.indiaivisa.com/)
03:51:43	2983/2983	---M--	200	added ('OK')	image/png	etag:%22ba7-51c83b533a904%22	https://d34tst8iesd953.cloudfront.net/img/trustwave_seal.png	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/trustwave_seal.png	(from https://www.indiaivisa.com/)
03:51:43	6200/6200	---M--	200	added ('OK')	image/png	etag:%221838-54912845802db%22	https://d34tst8iesd953.cloudfront.net/img/comodo_seal.png	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/comodo_seal.png	(from https://www.indiaivisa.com/)
03:51:43	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-512b0249ca8d5-gzip%22	https://d34tst8iesd953.cloudfront.net/css/fonts/glyphicons-halflings-regular.eot	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/css/fonts/glyphicons-halflings-regular.eot	(from https://d34tst8iesd953.cloudfront.net/css/bootstrap.min.css)
03:51:44	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-512b0249ca8d5-gzip%22	https://d34tst8iesd953.cloudfront.net/css/fonts/glyphicons-halflings-regular.eot?	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/css/fonts/glyphicons-halflings-regulard41d.eot	(from https://d34tst8iesd953.cloudfront.net/css/bootstrap.min.css)
03:51:44	30860/30860	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202017%2020:51:46%20GMT	https://www.indiaivisa.com/privacy/	D:/NewProj/indiaasia/www.indiaivisa.com/privacy/index.html	(from https://www.indiaivisa.com/)
03:51:44	30660/30660	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202017%2020:51:46%20GMT	https://www.indiaivisa.com/terms-and-conditions/	D:/NewProj/indiaasia/www.indiaivisa.com/terms-and-conditions/index.html	(from https://www.indiaivisa.com/)
03:51:44	18028/18028	---M-Z	200	added ('OK')	text/html	etag:%22466c-512b0249ca8d5-gzip%22	https://d34tst8iesd953.cloudfront.net/css/fonts/glyphicons-halflings-regular.woff2	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/css/fonts/glyphicons-halflings-regular.html	(from https://d34tst8iesd953.cloudfront.net/css/bootstrap.min.css)
03:51:44	23424/23424	---M-Z	200	added ('OK')	text/html	etag:%225b80-512b0249ca8d5-gzip%22	https://d34tst8iesd953.cloudfront.net/css/fonts/glyphicons-halflings-regular.woff	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/css/fonts/glyphicons-halflings-regular-2.html	(from https://d34tst8iesd953.cloudfront.net/css/bootstrap.min.css)
03:51:45	45404/45404	---M-Z	200	added ('OK')	text/html	etag:%22b15c-512b0249ca8d5-gzip%22	https://d34tst8iesd953.cloudfront.net/css/fonts/glyphicons-halflings-regular.ttf	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/css/fonts/glyphicons-halflings-regular-3.html	(from https://d34tst8iesd953.cloudfront.net/css/bootstrap.min.css)
03:51:46	108738/108738	---M-Z	200	added ('OK')	image/svg+xml	etag:%221a8c2-512b0249ca8d5-gzip%22	https://d34tst8iesd953.cloudfront.net/css/fonts/glyphicons-halflings-regular.svg	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/css/fonts/glyphicons-halflings-regular.svg	(from https://d34tst8iesd953.cloudfront.net/css/bootstrap.min.css)
03:51:46	263/263	---M--	200	added ('OK')	image/png	etag:%22dbd81e9e99021f0570f47cdcad2b9abb%22	https://d36mpcpuzc4ztk.cloudfront.net/images/begin_chat.png	D:/NewProj/indiaasia/d36mpcpuzc4ztk.cloudfront.net/images/begin_chat.png	(from https://d36mpcpuzc4ztk.cloudfront.net/css/visitor.css)
03:51:47	268/268	---M--	200	added ('OK')	image/png	etag:%22d64f7960383f2e5818c0a5890af02f5b%22	https://d36mpcpuzc4ztk.cloudfront.net/images/begin_chat-2x.png	D:/NewProj/indiaasia/d36mpcpuzc4ztk.cloudfront.net/images/begin_chat-2x.png	(from https://d36mpcpuzc4ztk.cloudfront.net/css/visitor.css)
03:51:47	436/436	---M--	200	added ('OK')	image/png	etag:%22e1b89ce0ea5cf024bc6833a823a56560%22	https://d36mpcpuzc4ztk.cloudfront.net/images/send.png	D:/NewProj/indiaasia/d36mpcpuzc4ztk.cloudfront.net/images/send.png	(from https://d36mpcpuzc4ztk.cloudfront.net/css/visitor.css)
03:51:47	3014/3014	---M--	200	added ('OK')	image/png	etag:%22ecc1b1b87d6b82e6dc62893e1f9f8bc4%22	https://d36mpcpuzc4ztk.cloudfront.net/images/arrow-icon.png	D:/NewProj/indiaasia/d36mpcpuzc4ztk.cloudfront.net/images/arrow-icon.png	(from https://d36mpcpuzc4ztk.cloudfront.net/css/visitor.css)
03:51:47	3486/3486	---M--	200	added ('OK')	image/png	etag:%22e37a8514bd5aa4e4d142ee8329f81fc3%22	https://d36mpcpuzc4ztk.cloudfront.net/images/arrow-icon-light.png	D:/NewProj/indiaasia/d36mpcpuzc4ztk.cloudfront.net/images/arrow-icon-light.png	(from https://d36mpcpuzc4ztk.cloudfront.net/css/visitor.css)
03:51:47	304/304	---M--	200	added ('OK')	image/png	etag:%22782c437623c13ed64e797832899ef228%22	https://d36mpcpuzc4ztk.cloudfront.net/images/check-mark-icon.png	D:/NewProj/indiaasia/d36mpcpuzc4ztk.cloudfront.net/images/check-mark-icon.png	(from https://d36mpcpuzc4ztk.cloudfront.net/css/visitor.css)
03:51:48	1174/1174	---M--	200	added ('OK')	image/png	etag:%22d555f0af4c61a49ebb5f066f3b94f802%22	https://d36mpcpuzc4ztk.cloudfront.net/images/check-mark-icon-light.png	D:/NewProj/indiaasia/d36mpcpuzc4ztk.cloudfront.net/images/check-mark-icon-light.png	(from https://d36mpcpuzc4ztk.cloudfront.net/css/visitor.css)
03:51:48	1228/1228	---M--	200	added ('OK')	image/png	etag:%22d123abdfe8ce67d4456a8d9c489ee9be%22	https://d36mpcpuzc4ztk.cloudfront.net/images/chat-icon.png	D:/NewProj/indiaasia/d36mpcpuzc4ztk.cloudfront.net/images/chat-icon.png	(from https://d36mpcpuzc4ztk.cloudfront.net/css/visitor.css)
03:51:48	894/894	---M--	200	added ('OK')	image/png	etag:%22ea0cff19497e184e4a359876deedbc01%22	https://d36mpcpuzc4ztk.cloudfront.net/images/send-2x.png	D:/NewProj/indiaasia/d36mpcpuzc4ztk.cloudfront.net/images/send-2x.png	(from https://d36mpcpuzc4ztk.cloudfront.net/css/visitor.css)
03:51:48	1272/1272	---M--	200	added ('OK')	image/gif	etag:%22b2be2309530743c5b9e2c4da3cb0168f%22	https://d36mpcpuzc4ztk.cloudfront.net/images/fillers/profile_blank_thumb.gif	D:/NewProj/indiaasia/d36mpcpuzc4ztk.cloudfront.net/images/fillers/profile_blank_thumb.gif	(from https://d36mpcpuzc4ztk.cloudfront.net/css/visitor.css)
03:51:48	3587/3587	---M--	200	added ('OK')	image/png	etag:%2227523412e4428ba9178787cf06177af1%22	https://d36mpcpuzc4ztk.cloudfront.net/images/lcb-cursor@2x.png	D:/NewProj/indiaasia/d36mpcpuzc4ztk.cloudfront.net/images/lcb-cursor@2x.png	(from https://d36mpcpuzc4ztk.cloudfront.net/css/visitor.css)
03:51:50	25159/25159	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202017%2020:51:52%20GMT	https://www.indiaivisa.com/login/forgot_password	D:/NewProj/indiaasia/www.indiaivisa.com/login/forgot_password.html	(from https://www.indiaivisa.com/login)
03:51:51	1391/1391	---M--	200	added ('OK')	image/png	etag:%2256f-53675356bd4be%22	https://www.indiaivisa.com/img/united_states/flag.png	D:/NewProj/indiaasia/www.indiaivisa.com/img/united_states/flag.png	(from https://www.indiaivisa.com/contact-us/)
03:51:52	2064/2064	---M--	200	added ('OK')	image/png	etag:%22810-53675356bc51e%22	https://www.indiaivisa.com/img/australia/flag.png	D:/NewProj/indiaasia/www.indiaivisa.com/img/australia/flag.png	(from https://www.indiaivisa.com/contact-us/)
03:51:54	2146/2146	---M--	200	added ('OK')	image/png	etag:%22862-54808caa1b569%22	https://www.indiaivisa.com/img/country_flags/GB.png	D:/NewProj/indiaasia/www.indiaivisa.com/img/country_flags/GB.png	(from https://www.indiaivisa.com/contact-us/)
03:51:54	1393/1393	---M-Z	200	added ('OK')	text/css	etag:%22571-54808caa1b569-gzip%22	https://d34tst8iesd953.cloudfront.net/css/about_us.css	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/css/about_us.css	(from https://www.indiaivisa.com/about-us/)
03:51:54	34886/34886	---M--	200	added ('OK')	image/jpeg	etag:%228846-54808caa1c509%22	https://d34tst8iesd953.cloudfront.net/img/members/sergio_founder_ceo.jpg	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/members/sergio_founder_ceo.jpg	(from https://www.indiaivisa.com/about-us/)
03:51:55	36457/36457	---M--	200	added ('OK')	image/jpeg	etag:%228e69-54808caa1b569%22	https://d34tst8iesd953.cloudfront.net/img/members/david_founder_coo.jpg	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/members/david_founder_coo.jpg	(from https://www.indiaivisa.com/about-us/)
03:51:55	35748/35748	---M--	200	added ('OK')	image/jpeg	etag:%228ba4-54808caa1b569%22	https://d34tst8iesd953.cloudfront.net/img/members/adam_lead_developer.jpg	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/members/adam_lead_developer.jpg	(from https://www.indiaivisa.com/about-us/)
03:51:55	36740/36740	---M--	200	added ('OK')	image/jpeg	etag:%228f84-54808caa1b569%22	https://d34tst8iesd953.cloudfront.net/img/members/demetri_senior_developer.jpg	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/members/demetri_senior_developer.jpg	(from https://www.indiaivisa.com/about-us/)
03:51:56	38892/38892	---M--	200	added ('OK')	image/jpeg	etag:%2297ec-54808caa1b569%22	https://d34tst8iesd953.cloudfront.net/img/members/eduardo_marketing_manager.jpg	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/members/eduardo_marketing_manager.jpg	(from https://www.indiaivisa.com/about-us/)
03:51:56	34594/34594	---M--	200	added ('OK')	image/jpeg	etag:%228722-54808caa1b569%22	https://d34tst8iesd953.cloudfront.net/img/members/amparo_marketing_manager.jpg	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/members/amparo_marketing_manager.jpg	(from https://www.indiaivisa.com/about-us/)
03:51:56	37090/37090	---M--	200	added ('OK')	image/jpeg	etag:%2290e2-54808caa1c509%22	https://d34tst8iesd953.cloudfront.net/img/members/joe_support_hero.jpg	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/members/joe_support_hero.jpg	(from https://www.indiaivisa.com/about-us/)
03:51:56	33147/33147	---M--	200	added ('OK')	image/jpeg	etag:%22817b-54808caa1b569%22	https://d34tst8iesd953.cloudfront.net/img/members/gaya_support_sorceress.jpg	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/members/gaya_support_sorceress.jpg	(from https://www.indiaivisa.com/about-us/)
03:51:57	38277/38277	---M--	200	added ('OK')	image/jpeg	etag:%229585-5480a5fdd23ee%22	https://d34tst8iesd953.cloudfront.net/img/members/angela_support_assistant.jpg	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/members/angela_support_assistant.jpg	(from https://www.indiaivisa.com/about-us/)
03:51:57	35357/35357	---M--	200	added ('OK')	image/jpeg	etag:%228a1d-5480a5fdd23ee%22	https://d34tst8iesd953.cloudfront.net/img/members/harvey_support_assistant.jpg	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/members/harvey_support_assistant.jpg	(from https://www.indiaivisa.com/about-us/)
03:51:58	38620/38620	---M--	200	added ('OK')	image/jpeg	etag:%2296dc-54808caa1c509%22	https://d34tst8iesd953.cloudfront.net/img/members/john_support_champion.jpg	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/members/john_support_champion.jpg	(from https://www.indiaivisa.com/about-us/)
03:51:58	37185/37185	---M--	200	added ('OK')	image/jpeg	etag:%229141-5480a5fdd23ee%22	https://d34tst8iesd953.cloudfront.net/img/members/janin_support_assistant.jpg	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/members/janin_support_assistant.jpg	(from https://www.indiaivisa.com/about-us/)
03:51:58	34628/34628	---M--	200	added ('OK')	image/jpeg	etag:%228744-5480a5fdd23ee%22	https://d34tst8iesd953.cloudfront.net/img/members/maritess_support_assistant.jpg	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/members/maritess_support_assistant.jpg	(from https://www.indiaivisa.com/about-us/)
03:51:59	34827/34827	---M--	200	added ('OK')	image/jpeg	etag:%22880b-5480a5fdd23ee%22	https://d34tst8iesd953.cloudfront.net/img/members/hanan_support_assistant.jpg	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/members/hanan_support_assistant.jpg	(from https://www.indiaivisa.com/about-us/)
03:51:59	40356/40356	---M--	200	added ('OK')	image/jpeg	etag:%229da4-5480a5fdd23ee%22	https://d34tst8iesd953.cloudfront.net/img/members/hae_support_assistant.jpg	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/members/hae_support_assistant.jpg	(from https://www.indiaivisa.com/about-us/)
03:51:59	48654/48654	---M--	200	added ('OK')	image/jpeg	etag:%22be0e-54808caa1c509%22	https://d34tst8iesd953.cloudfront.net/img/offices-map.jpg	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/offices-map.jpg	(from https://www.indiaivisa.com/about-us/)
03:52:00	1350/1350	---M--	200	added ('OK')	image/png	etag:%22546-54808caa1c509%22	https://d34tst8iesd953.cloudfront.net/img/office-phone-sm.png	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/office-phone-sm.png	(from https://www.indiaivisa.com/about-us/)
03:52:00	1311/1311	---M--	200	added ('OK')	image/png	etag:%2251f-54808caa1c509%22	https://d34tst8iesd953.cloudfront.net/img/office-address-sm.png	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/office-address-sm.png	(from https://www.indiaivisa.com/about-us/)
03:52:00	28461/28461	---M-Z	200	added ('OK')	text/javascript	etag:%226f2d-547941c1f6e78-gzip%22	https://d34tst8iesd953.cloudfront.net/js/jquery.waterfall.js	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/js/jquery.waterfall.js	(from https://www.indiaivisa.com/testimonials/)
03:52:00	27215/27215	---M-Z	200	added ('OK')	text/javascript	etag:%226a4f-547941c1f6e78-gzip%22	https://d34tst8iesd953.cloudfront.net/js/zepto.js	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/js/zepto.js	(from https://www.indiaivisa.com/testimonials/)
03:52:01	1308/1308	---M-Z	200	added ('OK')	text/css	etag:%2251c-547954425429c-gzip%22	https://d34tst8iesd953.cloudfront.net/css/testimonials.css	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/css/testimonials.css	(from https://www.indiaivisa.com/testimonials/)
03:52:01	16299/16299	---M--	200	added ('OK')	image/png	etag:%223fab-547954425429c%22	https://d34tst8iesd953.cloudfront.net/img/avatar.png	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/avatar.png	(from https://www.indiaivisa.com/testimonials/)
03:52:01	1910/1910	---M--	200	added ('OK')	image/png	etag:%22776-5486449d575d0%22	https://d34tst8iesd953.cloudfront.net/img/faq-question-icon.png	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/faq-question-icon.png	(from https://www.indiaivisa.com/faqs/)
03:52:03	78051/78051	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202017%2020:52:05%20GMT	https://www.indiaivisa.com/india-visa-application	D:/NewProj/indiaasia/www.indiaivisa.com/india-visa-application.html	(from https://www.indiaivisa.com/faqs/)
03:52:03	6347/6347	---M--	200	added ('OK')	image/png	etag:%2218cb-5486449d575d0%22	https://d34tst8iesd953.cloudfront.net/img/visa-booklet.png	D:/NewProj/indiaasia/d34tst8iesd953.cloudfront.net/img/visa-booklet.png	(from https://www.indiaivisa.com/visa-requirements/)
03:52:06	231411/231411	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202017%2020:52:07%20GMT	https://www.indiaivisa.com/embassy/afghanistan	D:/NewProj/indiaasia/www.indiaivisa.com/embassy/afghanistan.html	(from https://www.indiaivisa.com/embassies)
03:52:07	140943/140943	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202017%2020:52:09%20GMT	https://www.indiaivisa.com/embassy/aland-islands	D:/NewProj/indiaasia/www.indiaivisa.com/embassy/aland-islands.html	(from https://www.indiaivisa.com/embassies)
03:52:08	210940/210940	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202017%2020:52:10%20GMT	https://www.indiaivisa.com/embassy/albania	D:/NewProj/indiaasia/www.indiaivisa.com/embassy/albania.html	(from https://www.indiaivisa.com/embassies)
